x,y
144400,+.131578719561E-0002
144410,+.131574163765E-0002
144420,+.131569608448E-0002
144430,+.131565053596E-0002
144440,+.131560499216E-0002
144450,+.131555945313E-0002
144460,+.131551391877E-0002
144470,+.131546838918E-0002
144480,+.131542286431E-0002
144490,+.131537734416E-0002
144500,+.131533182878E-0002
144510,+.131528631806E-0002
144520,+.131524081212E-0002
144530,+.131519531084E-0002
144540,+.131514981433E-0002
144550,+.131510432254E-0002
144560,+.131505883547E-0002
144570,+.131501335306E-0002
144580,+.131496787549E-0002
144590,+.131492240251E-0002
144600,+.131487693432E-0002
144610,+.131483147084E-0002
144620,+.131478601202E-0002
144630,+.131474055797E-0002
144640,+.131469510865E-0002
144650,+.131464966398E-0002
144660,+.131460422409E-0002
144670,+.131455878886E-0002
144680,+.131451335835E-0002
144690,+.131446793256E-0002
144700,+.131442251148E-0002
144710,+.131437709513E-0002
144720,+.131433168343E-0002
144730,+.131428627651E-0002
144740,+.131424087419E-0002
144750,+.131419547665E-0002
144760,+.131415008383E-0002
144770,+.131410469572E-0002
144780,+.131405931228E-0002
144790,+.131401393355E-0002
144800,+.131396855949E-0002
144810,+.131392319014E-0002
144820,+.131387782551E-0002
144830,+.131383246554E-0002
144840,+.131378711035E-0002
144850,+.131374175976E-0002
144860,+.131369641394E-0002
144870,+.131365107279E-0002
144880,+.131360573630E-0002
144890,+.131356040453E-0002
144900,+.131351507747E-0002
144910,+.131346975508E-0002
144920,+.131342443740E-0002
144930,+.131337912444E-0002
144940,+.131333381614E-0002
144950,+.131328851251E-0002
144960,+.131324321359E-0002
144970,+.131319791927E-0002
144980,+.131315262979E-0002
144990,+.131310734486E-0002
145000,+.131306206470E-0002
145010,+.131301678920E-0002
145020,+.131297151842E-0002
145030,+.131292625224E-0002
145040,+.131288099078E-0002
145050,+.131283573398E-0002
145060,+.131279048190E-0002
145070,+.131274523449E-0002
145080,+.131269999179E-0002
145090,+.131265475369E-0002
145100,+.131260952031E-0002
145110,+.131256429160E-0002
145120,+.131251906760E-0002
145130,+.131247384820E-0002
145140,+.131242863353E-0002
145150,+.131238342345E-0002
145160,+.131233821816E-0002
145170,+.131229301752E-0002
145180,+.131224782149E-0002
145190,+.131220263017E-0002
145200,+.131215744346E-0002
145210,+.131211226147E-0002
145220,+.131206708414E-0002
145230,+.131202191147E-0002
145240,+.131197674347E-0002
145250,+.131193158018E-0002
145260,+.131188642149E-0002
145270,+.131184126747E-0002
145280,+.131179611816E-0002
145290,+.131175097346E-0002
145300,+.131170583342E-0002
145310,+.131166069809E-0002
145320,+.131161556737E-0002
145330,+.131157044132E-0002
145340,+.131152531992E-0002
145350,+.131148020324E-0002
145360,+.131143509117E-0002
145370,+.131138998375E-0002
145380,+.131134488095E-0002
145390,+.131129978286E-0002
145400,+.131125468937E-0002
145410,+.131120960054E-0002
145420,+.131116451638E-0002
145430,+.131111943688E-0002
145440,+.131107436204E-0002
145450,+.131102929180E-0002
145460,+.131098422628E-0002
145470,+.131093916536E-0002
145480,+.131089410911E-0002
145490,+.131084905746E-0002
145500,+.131080401047E-0002
145510,+.131075896815E-0002
145520,+.131071393048E-0002
145530,+.131066889742E-0002
145540,+.131062386902E-0002
145550,+.131057884522E-0002
145560,+.131053382609E-0002
145570,+.131048881161E-0002
145580,+.131044380174E-0002
145590,+.131039879659E-0002
145600,+.131035379599E-0002
145610,+.131030880004E-0002
145620,+.131026380876E-0002
145630,+.131021882208E-0002
145640,+.131017384007E-0002
145650,+.131012886266E-0002
145660,+.131008388985E-0002
145670,+.131003892170E-0002
145680,+.130999395822E-0002
145690,+.130994899934E-0002
145700,+.130990404506E-0002
145710,+.130985909539E-0002
145720,+.130981415043E-0002
145730,+.130976921008E-0002
145740,+.130972427434E-0002
145750,+.130967934319E-0002
145760,+.130963441666E-0002
145770,+.130958949484E-0002
145780,+.130954457751E-0002
145790,+.130949966490E-0002
145800,+.130945475695E-0002
145810,+.130940985355E-0002
145820,+.130936495475E-0002
145830,+.130932006061E-0002
145840,+.130927517102E-0002
145850,+.130923028615E-0002
145860,+.130918540583E-0002
145870,+.130914053017E-0002
145880,+.130909565905E-0002
145890,+.130905079260E-0002
145900,+.130900593075E-0002
145910,+.130896107351E-0002
145920,+.130891622086E-0002
145930,+.130887137288E-0002
145940,+.130882652945E-0002
145950,+.130878169068E-0002
145960,+.130873685652E-0002
145970,+.130869202690E-0002
145980,+.130864720194E-0002
145990,+.130860238153E-0002
146000,+.130855756584E-0002
146010,+.130851275463E-0002
146020,+.130846794809E-0002
146030,+.130842314616E-0002
146040,+.130837834877E-0002
146050,+.130833355604E-0002
146060,+.130828876792E-0002
146070,+.130824398434E-0002
146080,+.130819920537E-0002
146090,+.130815443100E-0002
146100,+.130810966130E-0002
146110,+.130806489608E-0002
146120,+.130802013553E-0002
146130,+.130797537952E-0002
146140,+.130793062817E-0002
146150,+.130788588137E-0002
146160,+.130784113924E-0002
146170,+.130779640159E-0002
146180,+.130775166861E-0002
146190,+.130770694017E-0002
146200,+.130766221633E-0002
146210,+.130761749710E-0002
146220,+.130757278242E-0002
146230,+.130752807235E-0002
146240,+.130748336687E-0002
146250,+.130743866600E-0002
146260,+.130739396968E-0002
146270,+.130734927797E-0002
146280,+.130730459080E-0002
146290,+.130725990823E-0002
146300,+.130721523027E-0002
146310,+.130717055686E-0002
146320,+.130712588805E-0002
146330,+.130708122373E-0002
146340,+.130703656413E-0002
146350,+.130699190908E-0002
146360,+.130694725857E-0002
146370,+.130690261255E-0002
146380,+.130685797120E-0002
146390,+.130681333445E-0002
146400,+.130676870225E-0002
146410,+.130672407454E-0002
146420,+.130667945155E-0002
146430,+.130663483304E-0002
146440,+.130659021909E-0002
146450,+.130654560974E-0002
146460,+.130650100493E-0002
146470,+.130645640473E-0002
146480,+.130641180908E-0002
146490,+.130636721798E-0002
146500,+.130632263148E-0002
146510,+.130627804947E-0002
146520,+.130623347212E-0002
146530,+.130618889926E-0002
146540,+.130614433101E-0002
146550,+.130609976731E-0002
146560,+.130605520815E-0002
146570,+.130601065359E-0002
146580,+.130596610359E-0002
146590,+.130592155807E-0002
146600,+.130587701716E-0002
146610,+.130583248085E-0002
146620,+.130578794904E-0002
146630,+.130574342182E-0002
146640,+.130569889916E-0002
146650,+.130565438099E-0002
146660,+.130560986742E-0002
146670,+.130556535845E-0002
146680,+.130552085392E-0002
146690,+.130547635399E-0002
146700,+.130543185861E-0002
146710,+.130538736784E-0002
146720,+.130534288155E-0002
146730,+.130529839987E-0002
146740,+.130525392268E-0002
146750,+.130520945004E-0002
146760,+.130516498194E-0002
146770,+.130512051840E-0002
146780,+.130507605940E-0002
146790,+.130503160494E-0002
146800,+.130498715504E-0002
146810,+.130494270968E-0002
146820,+.130489826887E-0002
146830,+.130485383261E-0002
146840,+.130480940078E-0002
146850,+.130476497361E-0002
146860,+.130472055093E-0002
146870,+.130467613275E-0002
146880,+.130463171917E-0002
146890,+.130458731013E-0002
146900,+.130454290564E-0002
146910,+.130449850559E-0002
146920,+.130445411014E-0002
146930,+.130440971918E-0002
146940,+.130436533283E-0002
146950,+.130432095096E-0002
146960,+.130427657359E-0002
146970,+.130423220082E-0002
146980,+.130418783249E-0002
146990,+.130414346876E-0002
147000,+.130409910952E-0002
147010,+.130405475483E-0002
147020,+.130401040468E-0002
147030,+.130396605903E-0002
147040,+.130392171792E-0002
147050,+.130387738130E-0002
147060,+.130383304918E-0002
147070,+.130378872166E-0002
147080,+.130374439863E-0002
147090,+.130370008014E-0002
147100,+.130365576609E-0002
147110,+.130361145659E-0002
147120,+.130356715169E-0002
147130,+.130352285123E-0002
147140,+.130347855531E-0002
147150,+.130343426383E-0002
147160,+.130338997695E-0002
147170,+.130334569457E-0002
147180,+.130330141673E-0002
147190,+.130325714338E-0002
147200,+.130321287452E-0002
147210,+.130316861021E-0002
147220,+.130312435039E-0002
147230,+.130308009500E-0002
147240,+.130303584427E-0002
147250,+.130299159792E-0002
147260,+.130294735612E-0002
147270,+.130290311887E-0002
147280,+.130285888611E-0002
147290,+.130281465783E-0002
147300,+.130277043399E-0002
147310,+.130272621470E-0002
147320,+.130268200002E-0002
147330,+.130263778971E-0002
147340,+.130259358394E-0002
147350,+.130254938273E-0002
147360,+.130250518595E-0002
147370,+.130246099366E-0002
147380,+.130241680591E-0002
147390,+.130237262260E-0002
147400,+.130232844384E-0002
147410,+.130228426957E-0002
147420,+.130224009973E-0002
147430,+.130219593450E-0002
147440,+.130215177370E-0002
147450,+.130210761739E-0002
147460,+.130206346557E-0002
147470,+.130201931830E-0002
147480,+.130197517547E-0002
147490,+.130193103706E-0002
147500,+.130188690321E-0002
147510,+.130184277384E-0002
147520,+.130179864897E-0002
147530,+.130175452858E-0002
147540,+.130171041269E-0002
147550,+.130166630123E-0002
147560,+.130162219432E-0002
147570,+.130157809190E-0002
147580,+.130153399391E-0002
147590,+.130148990041E-0002
147600,+.130144581135E-0002
147610,+.130140172689E-0002
147620,+.130135764681E-0002
147630,+.130131357122E-0002
147640,+.130126950017E-0002
147650,+.130122543351E-0002
147660,+.130118137139E-0002
147670,+.130113731376E-0002
147680,+.130109326057E-0002
147690,+.130104921186E-0002
147700,+.130100516759E-0002
147710,+.130096112787E-0002
147720,+.130091709252E-0002
147730,+.130087306172E-0002
147740,+.130082903536E-0002
147750,+.130078501348E-0002
147760,+.130074099604E-0002
147770,+.130069698309E-0002
147780,+.130065297463E-0002
147790,+.130060897061E-0002
147800,+.130056497107E-0002
147810,+.130052097603E-0002
147820,+.130047698536E-0002
147830,+.130043299924E-0002
147840,+.130038901756E-0002
147850,+.130034504031E-0002
147860,+.130030106754E-0002
147870,+.130025709922E-0002
147880,+.130021313544E-0002
147890,+.130016917603E-0002
147900,+.130012522106E-0002
147910,+.130008127064E-0002
147920,+.130003732460E-0002
147930,+.129999338304E-0002
147940,+.129994944592E-0002
147950,+.129990551329E-0002
147960,+.129986158515E-0002
147970,+.129981766133E-0002
147980,+.129977374206E-0002
147990,+.129972982722E-0002
148000,+.129968591688E-0002
148010,+.129964201096E-0002
148020,+.129959810943E-0002
148030,+.129955421244E-0002
148040,+.129951031983E-0002
148050,+.129946643170E-0002
148060,+.129942254802E-0002
148070,+.129937866876E-0002
148080,+.129933479394E-0002
148090,+.129929092361E-0002
148100,+.129924705760E-0002
148110,+.129920319614E-0002
148120,+.129915933917E-0002
148130,+.129911548652E-0002
148140,+.129907163841E-0002
148150,+.129902779469E-0002
148160,+.129898395539E-0002
148170,+.129894012059E-0002
148180,+.129889629017E-0002
148190,+.129885246423E-0002
148200,+.129880864267E-0002
148210,+.129876482561E-0002
148220,+.129872101297E-0002
148230,+.129867720477E-0002
148240,+.129863340095E-0002
148250,+.129858960156E-0002
148260,+.129854580666E-0002
148270,+.129850201614E-0002
148280,+.129845823011E-0002
148290,+.129841444846E-0002
148300,+.129837067124E-0002
148310,+.129832689851E-0002
148320,+.129828313010E-0002
148330,+.129823936624E-0002
148340,+.129819560669E-0002
148350,+.129815185164E-0002
148360,+.129810810097E-0002
148370,+.129806435473E-0002
148380,+.129802061292E-0002
148390,+.129797687555E-0002
148400,+.129793314255E-0002
148410,+.129788941405E-0002
148420,+.129784568992E-0002
148430,+.129780197017E-0002
148440,+.129775825491E-0002
148450,+.129771454408E-0002
148460,+.129767083763E-0002
148470,+.129762713556E-0002
148480,+.129758343797E-0002
148490,+.129753974477E-0002
148500,+.129749605594E-0002
148510,+.129745237155E-0002
148520,+.129740869158E-0002
148530,+.129736501606E-0002
148540,+.129732134491E-0002
148550,+.129727767813E-0002
148560,+.129723401585E-0002
148570,+.129719035789E-0002
148580,+.129714670442E-0002
148590,+.129710305526E-0002
148600,+.129705941055E-0002
148610,+.129701577026E-0002
148620,+.129697213436E-0002
148630,+.129692850288E-0002
148640,+.129688487584E-0002
148650,+.129684125312E-0002
148660,+.129679763484E-0002
148670,+.129675402093E-0002
148680,+.129671041151E-0002
148690,+.129666680641E-0002
148700,+.129662320575E-0002
148710,+.129657960946E-0002
148720,+.129653601755E-0002
148730,+.129649243007E-0002
148740,+.129644884697E-0002
148750,+.129640526831E-0002
148760,+.129636169396E-0002
148770,+.129631812405E-0002
148780,+.129627455857E-0002
148790,+.129623099741E-0002
148800,+.129618744063E-0002
148810,+.129614388834E-0002
148820,+.129610034037E-0002
148830,+.129605679683E-0002
148840,+.129601325767E-0002
148850,+.129596972283E-0002
148860,+.129592619243E-0002
148870,+.129588266645E-0002
148880,+.129583914480E-0002
148890,+.129579562758E-0002
148900,+.129575211469E-0002
148910,+.129570860622E-0002
148920,+.129566510213E-0002
148930,+.129562160242E-0002
148940,+.129557810703E-0002
148950,+.129553461613E-0002
148960,+.129549112955E-0002
148970,+.129544764735E-0002
148980,+.129540416953E-0002
148990,+.129536069608E-0002
149000,+.129531722706E-0002
149010,+.129527376237E-0002
149020,+.129523030205E-0002
149030,+.129518684611E-0002
149040,+.129514339454E-0002
149050,+.129509994736E-0002
149060,+.129505650455E-0002
149070,+.129501306606E-0002
149080,+.129496963200E-0002
149090,+.129492620232E-0002
149100,+.129488277696E-0002
149110,+.129483935598E-0002
149120,+.129479593937E-0002
149130,+.129475252714E-0002
149140,+.129470911929E-0002
149150,+.129466571576E-0002
149160,+.129462231661E-0002
149170,+.129457892183E-0002
149180,+.129453553149E-0002
149190,+.129449214541E-0002
149200,+.129444876370E-0002
149210,+.129440538643E-0002
149220,+.129436201343E-0002
149230,+.129431864480E-0002
149240,+.129427528060E-0002
149250,+.129423192067E-0002
149260,+.129418856517E-0002
149270,+.129414521399E-0002
149280,+.129410186719E-0002
149290,+.129405852471E-0002
149300,+.129401518660E-0002
149310,+.129397185282E-0002
149320,+.129392852347E-0002
149330,+.129388519838E-0002
149340,+.129384187767E-0002
149350,+.129379856133E-0002
149360,+.129375524938E-0002
149370,+.129371194174E-0002
149380,+.129366863848E-0002
149390,+.129362533949E-0002
149400,+.129358204487E-0002
149410,+.129353875462E-0002
149420,+.129349546870E-0002
149430,+.129345218716E-0002
149440,+.129340890993E-0002
149450,+.129336563708E-0002
149460,+.129332236855E-0002
149470,+.129327910435E-0002
149480,+.129323584446E-0002
149490,+.129319258900E-0002
149500,+.129314933781E-0002
149510,+.129310609100E-0002
149520,+.129306284850E-0002
149530,+.129301961033E-0002
149540,+.129297637653E-0002
149550,+.129293314706E-0002
149560,+.129288992196E-0002
149570,+.129284670112E-0002
149580,+.129280348466E-0002
149590,+.129276027252E-0002
149600,+.129271706470E-0002
149610,+.129267386120E-0002
149620,+.129263066214E-0002
149630,+.129258746728E-0002
149640,+.129254427679E-0002
149650,+.129250109063E-0002
149660,+.129245790885E-0002
149670,+.129241473127E-0002
149680,+.129237155812E-0002
149690,+.129232838930E-0002
149700,+.129228522479E-0002
149710,+.129224206455E-0002
149720,+.129219890874E-0002
149730,+.129215575714E-0002
149740,+.129211260997E-0002
149750,+.129206946707E-0002
149760,+.129202632849E-0002
149770,+.129198319422E-0002
149780,+.129194006428E-0002
149790,+.129189693865E-0002
149800,+.129185381735E-0002
149810,+.129181070037E-0002
149820,+.129176758770E-0002
149830,+.129172447936E-0002
149840,+.129168137534E-0002
149850,+.129163827563E-0002
149860,+.129159518019E-0002
149870,+.129155208907E-0002
149880,+.129150900233E-0002
149890,+.129146591991E-0002
149900,+.129142284169E-0002
149910,+.129137976785E-0002
149920,+.129133669833E-0002
149930,+.129129363313E-0002
149940,+.129125057214E-0002
149950,+.129120751558E-0002
149960,+.129116446328E-0002
149970,+.129112141525E-0002
149980,+.129107837154E-0002
149990,+.129103533214E-0002
150000,+.129099229707E-0002
150010,+.129094926626E-0002
150020,+.129090623983E-0002
150030,+.129086321766E-0002
150040,+.129082019976E-0002
150050,+.129077718617E-0002
150060,+.129073417696E-0002
150070,+.129069117190E-0002
150080,+.129064817122E-0002
150090,+.129060517492E-0002
150100,+.129056218282E-0002
150110,+.129051919504E-0002
150120,+.129047621152E-0002
150130,+.129043323233E-0002
150140,+.129039025745E-0002
150150,+.129034728684E-0002
150160,+.129030432049E-0002
150170,+.129026135846E-0002
150180,+.129021840070E-0002
150190,+.129017544725E-0002
150200,+.129013249813E-0002
150210,+.129008955327E-0002
150220,+.129004661267E-0002
150230,+.129000367639E-0002
150240,+.128996074437E-0002
150250,+.128991781668E-0002
150260,+.128987489319E-0002
150270,+.128983197408E-0002
150280,+.128978905917E-0002
150290,+.128974614864E-0002
150300,+.128970324238E-0002
150310,+.128966034032E-0002
150320,+.128961744258E-0002
150330,+.128957454911E-0002
150340,+.128953166001E-0002
150350,+.128948877506E-0002
150360,+.128944589449E-0002
150370,+.128940301812E-0002
150380,+.128936014602E-0002
150390,+.128931727824E-0002
150400,+.128927441472E-0002
150410,+.128923155552E-0002
150420,+.128918870058E-0002
150430,+.128914584985E-0002
150440,+.128910300344E-0002
150450,+.128906016130E-0002
150460,+.128901732342E-0002
150470,+.128897448985E-0002
150480,+.128893166050E-0002
150490,+.128888883546E-0002
150500,+.128884601463E-0002
150510,+.128880319812E-0002
150520,+.128876038582E-0002
150530,+.128871757789E-0002
150540,+.128867477412E-0002
150550,+.128863197460E-0002
150560,+.128858917941E-0002
150570,+.128854638848E-0002
150580,+.128850360187E-0002
150590,+.128846081941E-0002
150600,+.128841804127E-0002
150610,+.128837526734E-0002
150620,+.128833249778E-0002
150630,+.128828973243E-0002
150640,+.128824697123E-0002
150650,+.128820421440E-0002
150660,+.128816146184E-0002
150670,+.128811871349E-0002
150680,+.128807596940E-0002
150690,+.128803322957E-0002
150700,+.128799049395E-0002
150710,+.128794776265E-0002
150720,+.128790503555E-0002
150730,+.128786231272E-0002
150740,+.128781959415E-0002
150750,+.128777687985E-0002
150760,+.128773416981E-0002
150770,+.128769146397E-0002
150780,+.128764876240E-0002
150790,+.128760606509E-0002
150800,+.128756337199E-0002
150810,+.128752068321E-0002
150820,+.128747799863E-0002
150830,+.128743531826E-0002
150840,+.128739264221E-0002
150850,+.128734997031E-0002
150860,+.128730730273E-0002
150870,+.128726463930E-0002
150880,+.128722198025E-0002
150890,+.128717932535E-0002
150900,+.128713667470E-0002
150910,+.128709402833E-0002
150920,+.128705138616E-0002
150930,+.128700874825E-0002
150940,+.128696611449E-0002
150950,+.128692348505E-0002
150960,+.128688085982E-0002
150970,+.128683823891E-0002
150980,+.128679562215E-0002
150990,+.128675300959E-0002
151000,+.128671040136E-0002
151010,+.128666779727E-0002
151020,+.128662519745E-0002
151030,+.128658260184E-0002
151040,+.128654001054E-0002
151050,+.128649742339E-0002
151060,+.128645484051E-0002
151070,+.128641226183E-0002
151080,+.128636968736E-0002
151090,+.128632711716E-0002
151100,+.128628455121E-0002
151110,+.128624198942E-0002
151120,+.128619943189E-0002
151130,+.128615687856E-0002
151140,+.128611432950E-0002
151150,+.128607178465E-0002
151160,+.128602924394E-0002
151170,+.128598670756E-0002
151180,+.128594417532E-0002
151190,+.128590164735E-0002
151200,+.128585912358E-0002
151210,+.128581660408E-0002
151220,+.128577408873E-0002
151230,+.128573157764E-0002
151240,+.128568907076E-0002
151250,+.128564656802E-0002
151260,+.128560406961E-0002
151270,+.128556157529E-0002
151280,+.128551908529E-0002
151290,+.128547659943E-0002
151300,+.128543411785E-0002
151310,+.128539164047E-0002
151320,+.128534916729E-0002
151330,+.128530669826E-0002
151340,+.128526423350E-0002
151350,+.128522177289E-0002
151360,+.128517931660E-0002
151370,+.128513686440E-0002
151380,+.128509441646E-0002
151390,+.128505197273E-0002
151400,+.128500953326E-0002
151410,+.128496709789E-0002
151420,+.128492466678E-0002
151430,+.128488223987E-0002
151440,+.128483981712E-0002
151450,+.128479739868E-0002
151460,+.128475498434E-0002
151470,+.128471257420E-0002
151480,+.128467016827E-0002
151490,+.128462776661E-0002
151500,+.128458536909E-0002
151510,+.128454297578E-0002
151520,+.128450058662E-0002
151530,+.128445820172E-0002
151540,+.128441582098E-0002
151550,+.128437344443E-0002
151560,+.128433107210E-0002
151570,+.128428870391E-0002
151580,+.128424633999E-0002
151590,+.128420398028E-0002
151600,+.128416162465E-0002
151610,+.128411927329E-0002
151620,+.128407692614E-0002
151630,+.128403458308E-0002
151640,+.128399224428E-0002
151650,+.128394990963E-0002
151660,+.128390757925E-0002
151670,+.128386525296E-0002
151680,+.128382293093E-0002
151690,+.128378061305E-0002
151700,+.128373829932E-0002
151710,+.128369598980E-0002
151720,+.128365368448E-0002
151730,+.128361138331E-0002
151740,+.128356908641E-0002
151750,+.128352679360E-0002
151760,+.128348450494E-0002
151770,+.128344222054E-0002
151780,+.128339994029E-0002
151790,+.128335766425E-0002
151800,+.128331539236E-0002
151810,+.128327312467E-0002
151820,+.128323086108E-0002
151830,+.128318860175E-0002
151840,+.128314634657E-0002
151850,+.128310409553E-0002
151860,+.128306184871E-0002
151870,+.128301960603E-0002
151880,+.128297736751E-0002
151890,+.128293513325E-0002
151900,+.128289290308E-0002
151910,+.128285067711E-0002
151920,+.128280845530E-0002
151930,+.128276623764E-0002
151940,+.128272402412E-0002
151950,+.128268181481E-0002
151960,+.128263960971E-0002
151970,+.128259740870E-0002
151980,+.128255521190E-0002
151990,+.128251301925E-0002
152000,+.128247083080E-0002
152010,+.128242864645E-0002
152020,+.128238646630E-0002
152030,+.128234429030E-0002
152040,+.128230211851E-0002
152050,+.128225995081E-0002
152060,+.128221778726E-0002
152070,+.128217562792E-0002
152080,+.128213347273E-0002
152090,+.128209132168E-0002
152100,+.128204917479E-0002
152110,+.128200703210E-0002
152120,+.128196489351E-0002
152130,+.128192275906E-0002
152140,+.128188062882E-0002
152150,+.128183850273E-0002
152160,+.128179638079E-0002
152170,+.128175426295E-0002
152180,+.128171214931E-0002
152190,+.128167003982E-0002
152200,+.128162793447E-0002
152210,+.128158583328E-0002
152220,+.128154373624E-0002
152230,+.128150164329E-0002
152240,+.128145955455E-0002
152250,+.128141746995E-0002
152260,+.128137538951E-0002
152270,+.128133331316E-0002
152280,+.128129124096E-0002
152290,+.128124917296E-0002
152300,+.128120710906E-0002
152310,+.128116504931E-0002
152320,+.128112299376E-0002
152330,+.128108094225E-0002
152340,+.128103889494E-0002
152350,+.128099685173E-0002
152360,+.128095481267E-0002
152370,+.128091277782E-0002
152380,+.128087074705E-0002
152390,+.128082872044E-0002
152400,+.128078669792E-0002
152410,+.128074467955E-0002
152420,+.128070266538E-0002
152430,+.128066065525E-0002
152440,+.128061864933E-0002
152450,+.128057664750E-0002
152460,+.128053464977E-0002
152470,+.128049265624E-0002
152480,+.128045066685E-0002
152490,+.128040868151E-0002
152500,+.128036670037E-0002
152510,+.128032472333E-0002
152520,+.128028275043E-0002
152530,+.128024078163E-0002
152540,+.128019881703E-0002
152550,+.128015685647E-0002
152560,+.128011490011E-0002
152570,+.128007294779E-0002
152580,+.128003099962E-0002
152590,+.127998905566E-0002
152600,+.127994711568E-0002
152610,+.127990517996E-0002
152620,+.127986324827E-0002
152630,+.127982132079E-0002
152640,+.127977939729E-0002
152650,+.127973747806E-0002
152660,+.127969556286E-0002
152670,+.127965365181E-0002
152680,+.127961174485E-0002
152690,+.127956984204E-0002
152700,+.127952794332E-0002
152710,+.127948604876E-0002
152720,+.127944415823E-0002
152730,+.127940227190E-0002
152740,+.127936038962E-0002
152750,+.127931851148E-0002
152760,+.127927663743E-0002
152770,+.127923476754E-0002
152780,+.127919290173E-0002
152790,+.127915104008E-0002
152800,+.127910918246E-0002
152810,+.127906732899E-0002
152820,+.127902547962E-0002
152830,+.127898363434E-0002
152840,+.127894179320E-0002
152850,+.127889995616E-0002
152860,+.127885812321E-0002
152870,+.127881629436E-0002
152880,+.127877446965E-0002
152890,+.127873264898E-0002
152900,+.127869083246E-0002
152910,+.127864902009E-0002
152920,+.127860721176E-0002
152930,+.127856540752E-0002
152940,+.127852360743E-0002
152950,+.127848181137E-0002
152960,+.127844001946E-0002
152970,+.127839823165E-0002
152980,+.127835644793E-0002
152990,+.127831466824E-0002
153000,+.127827289271E-0002
153010,+.127823112132E-0002
153020,+.127818935391E-0002
153030,+.127814759071E-0002
153040,+.127810583155E-0002
153050,+.127806407647E-0002
153060,+.127802232549E-0002
153070,+.127798057861E-0002
153080,+.127793883587E-0002
153090,+.127789709711E-0002
153100,+.127785536256E-0002
153110,+.127781363199E-0002
153120,+.127777190556E-0002
153130,+.127773018323E-0002
153140,+.127768846494E-0002
153150,+.127764675079E-0002
153160,+.127760504068E-0002
153170,+.127756333467E-0002
153180,+.127752163274E-0002
153190,+.127747993497E-0002
153200,+.127743824117E-0002
153210,+.127739655153E-0002
153220,+.127735486592E-0002
153230,+.127731318440E-0002
153240,+.127727150698E-0002
153250,+.127722983359E-0002
153260,+.127718816435E-0002
153270,+.127714649915E-0002
153280,+.127710483804E-0002
153290,+.127706318102E-0002
153300,+.127702152804E-0002
153310,+.127697987915E-0002
153320,+.127693823430E-0002
153330,+.127689659359E-0002
153340,+.127685495698E-0002
153350,+.127681332430E-0002
153360,+.127677169581E-0002
153370,+.127673007137E-0002
153380,+.127668845101E-0002
153390,+.127664683470E-0002
153400,+.127660522242E-0002
153410,+.127656361428E-0002
153420,+.127652201019E-0002
153430,+.127648041018E-0002
153440,+.127643881416E-0002
153450,+.127639722228E-0002
153460,+.127635563445E-0002
153470,+.127631405070E-0002
153480,+.127627247099E-0002
153490,+.127623089531E-0002
153500,+.127618932373E-0002
153510,+.127614775624E-0002
153520,+.127610619279E-0002
153530,+.127606463337E-0002
153540,+.127602307805E-0002
153550,+.127598152676E-0002
153560,+.127593997951E-0002
153570,+.127589843635E-0002
153580,+.127585689728E-0002
153590,+.127581536225E-0002
153600,+.127577383125E-0002
153610,+.127573230429E-0002
153620,+.127569078143E-0002
153630,+.127564926260E-0002
153640,+.127560774786E-0002
153650,+.127556623710E-0002
153660,+.127552473043E-0002
153670,+.127548322786E-0002
153680,+.127544172932E-0002
153690,+.127540023476E-0002
153700,+.127535874429E-0002
153710,+.127531725792E-0002
153720,+.127527577553E-0002
153730,+.127523429722E-0002
153740,+.127519282296E-0002
153750,+.127515135273E-0002
153760,+.127510988654E-0002
153770,+.127506842438E-0002
153780,+.127502696631E-0002
153790,+.127498551228E-0002
153800,+.127494406223E-0002
153810,+.127490261627E-0002
153820,+.127486117435E-0002
153830,+.127481973647E-0002
153840,+.127477830267E-0002
153850,+.127473687286E-0002
153860,+.127469544708E-0002
153870,+.127465402534E-0002
153880,+.127461260769E-0002
153890,+.127457119402E-0002
153900,+.127452978444E-0002
153910,+.127448837884E-0002
153920,+.127444697733E-0002
153930,+.127440557981E-0002
153940,+.127436418637E-0002
153950,+.127432279692E-0002
153960,+.127428141155E-0002
153970,+.127424003017E-0002
153980,+.127419865282E-0002
153990,+.127415727951E-0002
154000,+.127411591023E-0002
154010,+.127407454494E-0002
154020,+.127403318373E-0002
154030,+.127399182657E-0002
154040,+.127395047343E-0002
154050,+.127390912422E-0002
154060,+.127386777910E-0002
154070,+.127382643808E-0002
154080,+.127378510098E-0002
154090,+.127374376797E-0002
154100,+.127370243894E-0002
154110,+.127366111394E-0002
154120,+.127361979298E-0002
154130,+.127357847600E-0002
154140,+.127353716306E-0002
154150,+.127349585415E-0002
154160,+.127345454928E-0002
154170,+.127341324838E-0002
154180,+.127337195158E-0002
154190,+.127333065871E-0002
154200,+.127328936986E-0002
154210,+.127324808511E-0002
154220,+.127320680434E-0002
154230,+.127316552749E-0002
154240,+.127312425479E-0002
154250,+.127308298602E-0002
154260,+.127304172133E-0002
154270,+.127300046057E-0002
154280,+.127295920390E-0002
154290,+.127291795121E-0002
154300,+.127287670250E-0002
154310,+.127283545783E-0002
154320,+.127279421713E-0002
154330,+.127275298053E-0002
154340,+.127271174784E-0002
154350,+.127267051920E-0002
154360,+.127262929453E-0002
154370,+.127258807396E-0002
154380,+.127254685731E-0002
